job_id,workload_name,profile,submission_time,requested_number_of_resources,requested_time,success,final_state,starting_time,execution_time,finish_time,waiting_time,turnaround_time,stretch,allocated_resources,consumed_energy,metadata
job_5722,w0,profile_5722,843534.000000,9,1720.000000,1,COMPLETED_SUCCESSFULLY,843534.000000,52.446023,843586.446023,0.000000,52.446023,1.000000,0-8,122639.405188,""
job_5715,w0,profile_5715,843230.000000,17,4725.000000,1,COMPLETED_SUCCESSFULLY,843378.623734,269.029116,843647.652850,148.623734,417.652850,1.552445,10-26,1188291.996441,""
job_5724,w0,profile_5724,843652.000000,9,5235.000000,1,COMPLETED_SUCCESSFULLY,843652.000000,63.948232,843715.948232,0.000000,63.948232,1.000000,5-13,149536.088425,""
job_5725,w0,profile_5725,843652.000000,6,6122.000000,1,COMPLETED_SUCCESSFULLY,843652.000000,119.109757,843771.109757,0.000000,119.109757,1.000000,492-497,185683.602567,""
job_5726,w0,profile_5726,843750.000000,9,4547.000000,1,COMPLETED_SUCCESSFULLY,843750.000000,46.208051,843796.208051,0.000000,46.208051,1.000000,5-13,108052.576965,""
job_5716,w0,profile_5716,843289.000000,13,4206.000000,1,COMPLETED_SUCCESSFULLY,843647.652850,167.374506,843815.027356,358.652850,526.027356,3.142816,14-26,565337.282327,""
job_5728,w0,profile_5728,844063.000000,3,1552.000000,1,COMPLETED_SUCCESSFULLY,844063.000000,38.372680,844101.372680,0.000000,38.372680,1.000000,3-5,29910.133290,""
job_5721,w0,profile_5721,843435.000000,21,28615.000000,1,COMPLETED_SUCCESSFULLY,843815.027356,291.471549,844106.498905,380.027356,671.498905,2.303823,6-26,1590341.639718,""
job_5734,w0,profile_5734,844325.000000,1,2145.000000,1,COMPLETED_SUCCESSFULLY,844325.000000,16.525004,844341.525004,0.000000,16.525004,1.000000,9,4293.550235,""
job_5727,w0,profile_5727,843892.000000,17,1254.000000,1,COMPLETED_SUCCESSFULLY,844106.498905,308.479661,844414.978566,214.498905,522.978566,1.695342,10-26,1362543.647094,""
job_5738,w0,profile_5738,844465.000000,11,4621.000000,1,COMPLETED_SUCCESSFULLY,844465.000000,86.554578,844551.554578,0.000000,86.554578,1.000000,1-11,247376.074076,""
job_5739,w0,profile_5739,844550.000000,8,5660.000000,1,COMPLETED_SUCCESSFULLY,844550.000000,44.239937,844594.239937,0.000000,44.239937,1.000000,492-499,91955.868738,""
job_5729,w0,profile_5729,844230.000000,15,3968.000000,1,COMPLETED_SUCCESSFULLY,844414.978566,218.239059,844633.217625,184.978566,403.217625,1.847596,12-26,850547.760404,""
job_5740,w0,profile_5740,844597.000000,7,568.000000,1,COMPLETED_SUCCESSFULLY,844597.000000,137.972443,844734.972443,0.000000,137.972443,1.000000,5-11,250937.380749,""
job_5746,w0,profile_5746,844744.000000,1,5846.000000,1,COMPLETED_SUCCESSFULLY,844744.000000,15.419012,844759.419012,0.000000,15.419012,1.000000,5,4006.189763,""
job_5743,w0,profile_5743,844663.000000,5,2945.000000,1,COMPLETED_SUCCESSFULLY,844663.000000,97.328100,844760.328100,0.000000,97.328100,1.000000,0-4,126439.629962,""
job_5731,w0,profile_5731,844230.000000,15,4060.000000,1,COMPLETED_SUCCESSFULLY,844633.217625,191.208741,844824.426367,403.217625,594.426367,3.108782,12-26,745201.924614,""
job_5732,w0,profile_5732,844277.000000,16,2534.000000,1,COMPLETED_SUCCESSFULLY,844824.426367,104.329953,844928.756320,547.426367,651.756320,6.247068,11-26,433714.517157,""
job_5744,w0,profile_5744,844663.000000,11,1111.000000,1,COMPLETED_SUCCESSFULLY,844760.328100,187.385902,844947.714002,97.328100,284.714002,1.519399,0-10,535555.599543,""
job_5747,w0,profile_5747,844744.000000,11,6614.000000,1,COMPLETED_SUCCESSFULLY,844928.756320,71.197493,844999.953813,184.756320,255.953813,3.594983,11-21,203484.978720,""
job_5750,w0,profile_5750,845085.000000,5,5212.000000,1,COMPLETED_SUCCESSFULLY,845085.000000,80.815623,845165.815623,0.000000,80.815623,1.000000,19-23,104988.153527,""
job_5735,w0,profile_5735,844325.000000,19,5189.000000,1,COMPLETED_SUCCESSFULLY,844999.953813,221.390544,845221.344357,674.953813,896.344357,4.048702,0-18,1092918.138913,""
job_5736,w0,profile_5736,844325.000000,18,5081.000000,1,COMPLETED_SUCCESSFULLY,845221.344357,212.141426,845433.485783,896.344357,1108.485783,5.225221,0-17,992139.990913,""
job_5741,w0,profile_5741,844663.000000,22,31456.000000,1,COMPLETED_SUCCESSFULLY,845433.485783,277.063750,845710.549533,770.485783,1047.549533,3.780897,0-21,1583716.186712,""
job_5753,w0,profile_5753,845804.000000,15,2668.000000,1,COMPLETED_SUCCESSFULLY,845804.000000,275.710081,846079.710081,0.000000,275.710081,1.000000,0-14,1074530.808660,""
job_5754,w0,profile_5754,846268.000000,6,6328.000000,1,COMPLETED_SUCCESSFULLY,846268.000000,110.003839,846378.003839,0.000000,110.003839,1.000000,0-5,171488.128080,""
job_5755,w0,profile_5755,846417.000000,18,4658.000000,1,COMPLETED_SUCCESSFULLY,846417.000000,270.480043,846687.480043,0.000000,270.480043,1.000000,0-17,1264977.202071,""
job_5759,w0,profile_5759,846659.000000,2,4057.000000,1,COMPLETED_SUCCESSFULLY,846659.000000,34.889730,846693.889730,0.000000,34.889730,1.000000,18-19,18130.199057,""
job_5757,w0,profile_5757,846520.000000,11,5387.000000,1,COMPLETED_SUCCESSFULLY,846687.480043,193.564560,846881.044603,167.480043,361.044603,1.865241,0-10,553214.425834,""
job_5761,w0,profile_5761,846894.000000,5,1446.000000,1,COMPLETED_SUCCESSFULLY,846894.000000,95.981797,846989.981797,0.000000,95.981797,1.000000,492-496,124690.637913,""
job_5758,w0,profile_5758,846628.000000,26,20280.000000,1,COMPLETED_SUCCESSFULLY,846881.044603,469.626590,847350.671193,253.044603,722.671193,1.538821,0-25,3172495.339218,""
job_5763,w0,profile_5763,847449.000000,3,2738.000000,1,COMPLETED_SUCCESSFULLY,847449.000000,54.085970,847503.085970,0.000000,54.085970,1.000000,16-18,42158.082358,""
job_5762,w0,profile_5762,847407.000000,16,751.000000,1,COMPLETED_SUCCESSFULLY,847407.000000,290.802304,847697.802304,0.000000,290.802304,1.000000,0-15,1208906.722888,""
job_5767,w0,profile_5767,847879.000000,1,6524.000000,1,COMPLETED_SUCCESSFULLY,847879.000000,17.975909,847896.975909,0.000000,17.975909,1.000000,20,4670.526426,""
job_5764,w0,profile_5764,847781.000000,20,6905.000000,1,COMPLETED_SUCCESSFULLY,847781.000000,307.925351,848088.925351,0.000000,307.925351,1.000000,0-19,1600112.093861,""
job_5765,w0,profile_5765,847781.000000,9,1217.000000,1,COMPLETED_SUCCESSFULLY,848088.925351,80.010318,848168.935669,307.925351,387.935669,4.848571,0-8,187095.555280,""
job_5770,w0,profile_5770,848300.000000,6,7076.000000,1,COMPLETED_SUCCESSFULLY,848300.000000,44.962545,848344.962545,0.000000,44.962545,1.000000,5-10,70093.395361,""
job_5769,w0,profile_5769,848300.000000,5,3691.000000,1,COMPLETED_SUCCESSFULLY,848300.000000,49.292943,848349.292943,0.000000,49.292943,1.000000,0-4,64036.813812,""
job_5772,w0,profile_5772,848300.000000,9,6294.000000,1,COMPLETED_SUCCESSFULLY,848300.000000,110.428196,848410.428196,0.000000,110.428196,1.000000,11-19,258224.504118,""
job_5776,w0,profile_5776,848482.000000,10,2735.000000,1,COMPLETED_SUCCESSFULLY,848482.000000,129.558538,848611.558538,0.000000,129.558538,1.000000,15-24,336620.843025,""
job_5774,w0,profile_5774,848360.000000,15,501.000000,1,COMPLETED_SUCCESSFULLY,848410.428196,256.304907,848666.733103,50.428196,306.733103,1.196751,0-14,998902.604771,""
job_5777,w0,profile_5777,848651.000000,10,3446.000000,1,COMPLETED_SUCCESSFULLY,848651.000000,167.307695,848818.307695,0.000000,167.307695,1.000000,15-24,434701.243679,""
job_5779,w0,profile_5779,848953.000000,2,5396.000000,1,COMPLETED_SUCCESSFULLY,848953.000000,15.858108,848968.858108,0.000000,15.858108,1.000000,0-1,8240.552345,""
job_5780,w0,profile_5780,848953.000000,15,3539.000000,1,COMPLETED_SUCCESSFULLY,848953.000000,209.939716,849162.939716,0.000000,209.939716,1.000000,2-16,818202.551989,""
job_5782,w0,profile_5782,849828.000000,4,3365.000000,1,COMPLETED_SUCCESSFULLY,849828.000000,77.055633,849905.055633,0.000000,77.055633,1.000000,0-3,80082.818573,""
job_5784,w0,profile_5784,849931.000000,17,7088.000000,1,COMPLETED_SUCCESSFULLY,849931.000000,174.941588,850105.941588,0.000000,174.941588,1.000000,0-16,772710.748299,""
job_5788,w0,profile_5788,850048.000000,8,2578.000000,1,COMPLETED_SUCCESSFULLY,850048.000000,96.476173,850144.476173,0.000000,96.476173,1.000000,17-24,200532.617106,""
job_5785,w0,profile_5785,849931.000000,14,3381.000000,1,COMPLETED_SUCCESSFULLY,850105.941588,75.801763,850181.743351,174.941588,250.743351,3.307883,0-13,275728.912456,""
job_5790,w0,profile_5790,850265.000000,5,3999.000000,1,COMPLETED_SUCCESSFULLY,850265.000000,80.781258,850345.781258,0.000000,80.781258,1.000000,0-4,104943.509460,""
job_5791,w0,profile_5791,850265.000000,14,1496.000000,1,COMPLETED_SUCCESSFULLY,850265.000000,252.344533,850517.344533,0.000000,252.344533,1.000000,5-18,917903.239200,""
job_5792,w0,profile_5792,850536.000000,6,1221.000000,1,COMPLETED_SUCCESSFULLY,850536.000000,111.583408,850647.583408,0.000000,111.583408,1.000000,0-5,173950.562472,""
job_5794,w0,profile_5794,850637.000000,1,1725.000000,1,COMPLETED_SUCCESSFULLY,850637.000000,18.428500,850655.428500,0.000000,18.428500,1.000000,22,4788.119174,""
job_5401,w0,profile_5401,817687.000000,465,65742.000000,1,COMPLETED_SUCCESSFULLY,842394.336241,8342.121623,850736.457864,24707.336241,33049.457864,3.961757,27-491,1007869810.204259,""
job_5793,w0,profile_5793,850536.000000,16,6186.000000,1,COMPLETED_SUCCESSFULLY,850536.000000,248.648473,850784.648473,0.000000,248.648473,1.000000,6-21,1033667.224386,""
job_5796,w0,profile_5796,850726.000000,7,4489.000000,1,COMPLETED_SUCCESSFULLY,850726.000000,98.154882,850824.154882,0.000000,98.154882,1.000000,492-498,178519.191880,""
job_5798,w0,profile_5798,850860.000000,8,1027.000000,1,COMPLETED_SUCCESSFULLY,850860.000000,56.243752,850916.243752,0.000000,56.243752,1.000000,29-36,116906.655290,""
job_5719,w0,profile_5719,843380.000000,29,35129.000000,1,COMPLETED_SUCCESSFULLY,850784.648473,155.345098,850939.993572,7404.648473,7559.993572,48.665801,0-28,1170497.575788,""
job_5799,w0,profile_5799,850940.000000,2,3992.000000,1,COMPLETED_SUCCESSFULLY,850940.000000,22.917577,850962.917577,0.000000,22.917577,1.000000,35-36,11908.955158,""
job_5730,w0,profile_5730,844230.000000,35,8239.000000,1,COMPLETED_SUCCESSFULLY,850939.993572,427.765441,851367.759013,6709.993572,7137.759013,16.686152,0-34,3889991.976362,""
job_5733,w0,profile_5733,844277.000000,36,22041.000000,1,COMPLETED_SUCCESSFULLY,851367.759013,499.356110,851867.115123,7090.759013,7590.115123,15.199804,0-35,4670763.043635,""
job_5745,w0,profile_5745,844744.000000,33,25380.000000,1,COMPLETED_SUCCESSFULLY,851867.115123,225.167591,852092.282714,7123.115123,7348.282714,32.634726,0-32,1930611.053320,""
job_5812,w0,profile_5812,852346.000000,7,5031.000000,1,COMPLETED_SUCCESSFULLY,852346.000000,80.589284,852426.589284,0.000000,80.589284,1.000000,492-498,146571.761035,""
job_5766,w0,profile_5766,847781.000000,33,10956.000000,1,COMPLETED_SUCCESSFULLY,852092.282714,384.162179,852476.444894,4311.282714,4695.444894,12.222559,0-32,3293847.685518,""
job_5817,w0,profile_5817,852854.000000,3,4284.000000,1,COMPLETED_SUCCESSFULLY,852854.000000,18.260602,852872.260602,0.000000,18.260602,1.000000,35-37,14233.486969,""
job_5816,w0,profile_5816,852854.000000,4,4842.000000,1,COMPLETED_SUCCESSFULLY,852854.000000,57.096867,852911.096867,0.000000,57.096867,1.000000,31-34,59339.958527,""
job_5781,w0,profile_5781,849175.000000,31,20056.000000,1,COMPLETED_SUCCESSFULLY,852476.444894,464.747353,852941.192247,3301.444894,3766.192247,8.103741,0-30,3743290.953255,""
job_5789,w0,profile_5789,850265.000000,31,15119.000000,1,COMPLETED_SUCCESSFULLY,852941.192247,394.900397,853336.092644,2676.192247,3071.092644,7.776879,0-30,3180711.147592,""
job_5809,w0,profile_5809,852014.000000,9,3959.000000,1,COMPLETED_SUCCESSFULLY,853336.092644,47.592910,853383.685554,1322.092644,1369.685554,28.779193,29-37,111290.920329,""
job_5813,w0,profile_5813,852450.000000,9,4553.000000,1,COMPLETED_SUCCESSFULLY,853383.685554,86.336854,853470.022408,933.685554,1020.022408,11.814450,29-37,201889.482211,""
job_5801,w0,profile_5801,851082.000000,15,815.000000,1,COMPLETED_SUCCESSFULLY,853336.092644,203.019735,853539.112380,2254.092644,2457.112380,12.102825,14-28,791233.164808,""
job_5814,w0,profile_5814,852450.000000,9,5593.000000,1,COMPLETED_SUCCESSFULLY,853470.022408,80.515091,853550.537499,1020.022408,1100.537499,13.668711,29-37,188275.914157,""
job_5800,w0,profile_5800,851082.000000,14,1558.000000,1,COMPLETED_SUCCESSFULLY,853336.092644,218.164984,853554.257628,2254.092644,2472.257628,11.332055,0-13,793575.127879,""
job_5808,w0,profile_5808,851852.000000,10,2060.000000,1,COMPLETED_SUCCESSFULLY,853550.537499,79.429422,853629.966921,1698.537499,1777.966921,22.384236,28-37,206374.658806,""
job_5804,w0,profile_5804,851475.000000,12,3013.000000,1,COMPLETED_SUCCESSFULLY,853539.112380,91.745204,853630.857584,2064.112380,2155.857584,23.498314,14-25,286048.439231,""
job_5821,w0,profile_5821,853613.000000,8,2556.000000,1,COMPLETED_SUCCESSFULLY,853613.000000,49.747366,853662.747366,0.000000,49.747366,1.000000,492-499,103403.452582,""
job_5820,w0,profile_5820,853613.000000,11,688.000000,1,COMPLETED_SUCCESSFULLY,853613.000000,102.223521,853715.223521,0.000000,102.223521,1.000000,0-10,292158.472542,""
job_5803,w0,profile_5803,851475.000000,17,6059.000000,1,COMPLETED_SUCCESSFULLY,853630.857584,138.441627,853769.299211,2155.857584,2294.299211,16.572322,11-27,611491.721038,""
job_5824,w0,profile_5824,853736.000000,10,5334.000000,1,COMPLETED_SUCCESSFULLY,853736.000000,131.768816,853867.768816,0.000000,131.768816,1.000000,0-9,342363.621183,""
job_5807,w0,profile_5807,851729.000000,18,1986.000000,1,COMPLETED_SUCCESSFULLY,853769.299211,109.710720,853879.009931,2040.299211,2150.009931,19.597082,10-27,513093.527851,""
job_5825,w0,profile_5825,854029.000000,1,6225.000000,1,COMPLETED_SUCCESSFULLY,854029.000000,16.570881,854045.570881,0.000000,16.570881,1.000000,37,4305.470034,""
job_5810,w0,profile_5810,852346.000000,18,4576.000000,1,COMPLETED_SUCCESSFULLY,853879.009931,180.838732,854059.848663,1533.009931,1713.848663,9.477221,0-17,845743.997166,""
job_5811,w0,profile_5811,852346.000000,19,3290.000000,1,COMPLETED_SUCCESSFULLY,853879.009931,186.495056,854065.504987,1533.009931,1719.504987,9.220110,18-36,920652.823655,""
job_5828,w0,profile_5828,854157.000000,1,4692.000000,1,COMPLETED_SUCCESSFULLY,854157.000000,6.559278,854163.559278,0.000000,6.559278,1.000000,31,1704.240918,""
job_5830,w0,profile_5830,854214.000000,1,4649.000000,1,COMPLETED_SUCCESSFULLY,854214.000000,14.671058,854228.671058,0.000000,14.671058,1.000000,31,3811.855210,""
job_5822,w0,profile_5822,853736.000000,31,25072.000000,1,COMPLETED_SUCCESSFULLY,854065.504987,219.848142,854285.353129,329.504987,549.353129,2.498784,0-30,1770759.008772,""
job_5832,w0,profile_5832,854214.000000,6,6332.000000,1,COMPLETED_SUCCESSFULLY,854214.000000,87.777594,854301.777594,0.000000,87.777594,1.000000,32-37,136838.998961,""
job_5834,w0,profile_5834,854615.000000,1,1340.000000,1,COMPLETED_SUCCESSFULLY,854615.000000,12.575399,854627.575399,0.000000,12.575399,1.000000,492,3267.358222,""
job_5826,w0,profile_5826,854029.000000,20,1259.000000,1,COMPLETED_SUCCESSFULLY,854285.353129,371.792915,854657.146044,256.353129,628.146044,1.689505,0-19,1931995.326036,""
job_5836,w0,profile_5836,854699.000000,7,3479.000000,1,COMPLETED_SUCCESSFULLY,854699.000000,102.960700,854801.960700,0.000000,102.960700,1.000000,0-6,187259.772570,""
job_5833,w0,profile_5833,854615.000000,18,501.000000,1,COMPLETED_SUCCESSFULLY,854615.000000,286.864728,854901.864728,0.000000,286.864728,1.000000,20-37,1341604.861375,""
job_5837,w0,profile_5837,854699.000000,19,1039.000000,1,COMPLETED_SUCCESSFULLY,854801.960700,109.907911,854911.868611,102.960700,212.868611,1.936791,0-18,542572.177494,""
job_5827,w0,profile_5827,854157.000000,25,30468.000000,1,COMPLETED_SUCCESSFULLY,854911.868611,281.399946,855193.268557,754.868611,1036.268557,3.682547,0-24,1827843.398622,""
job_5842,w0,profile_5842,855445.000000,8,5841.000000,1,COMPLETED_SUCCESSFULLY,855445.000000,71.558976,855516.558976,0.000000,71.558976,1.000000,26-33,148740.442664,""
job_5831,w0,profile_5831,854214.000000,26,30809.000000,1,COMPLETED_SUCCESSFULLY,855193.268557,481.751036,855675.019593,979.268557,1461.019593,3.032727,0-25,3254400.300959,""
job_5843,w0,profile_5843,855733.000000,4,680.000000,1,COMPLETED_SUCCESSFULLY,855733.000000,45.033196,855778.033196,0.000000,45.033196,1.000000,492-495,46802.357447,""
job_5845,w0,profile_5845,855794.000000,6,6157.000000,1,COMPLETED_SUCCESSFULLY,855794.000000,84.885572,855878.885572,0.000000,84.885572,1.000000,492-497,132330.543298,""
job_5846,w0,profile_5846,855871.000000,5,5010.000000,1,COMPLETED_SUCCESSFULLY,855878.885572,60.797525,855939.683097,7.885572,68.683097,1.129702,492-496,78982.499414,""
job_5850,w0,profile_5850,855986.000000,2,5414.000000,1,COMPLETED_SUCCESSFULLY,855986.000000,11.915278,855997.915278,0.000000,11.915278,1.000000,492-493,6191.689319,""
job_5851,w0,profile_5851,855986.000000,3,1133.000000,1,COMPLETED_SUCCESSFULLY,855986.000000,58.617338,856044.617338,0.000000,58.617338,1.000000,494-496,45690.121238,""
job_5852,w0,profile_5852,856138.000000,4,5335.000000,1,COMPLETED_SUCCESSFULLY,856138.000000,40.445530,856178.445530,0.000000,40.445530,1.000000,492-495,42034.461715,""
job_5853,w0,profile_5853,856138.000000,4,2094.000000,1,COMPLETED_SUCCESSFULLY,856138.000000,44.725360,856182.725360,0.000000,44.725360,1.000000,496-499,46482.427576,""
job_5841,w0,profile_5841,855326.000000,37,21265.000000,1,COMPLETED_SUCCESSFULLY,855675.019593,663.862534,856338.882127,349.019593,1012.882127,1.525741,0-36,6381971.340662,""
job_5844,w0,profile_5844,855794.000000,18,6310.000000,1,COMPLETED_SUCCESSFULLY,856338.882127,164.512354,856503.394481,544.882127,709.394481,4.312105,0-17,769389.025879,""
job_5847,w0,profile_5847,855871.000000,12,7060.000000,1,COMPLETED_SUCCESSFULLY,856338.882127,229.751522,856568.633649,467.882127,697.633649,3.036470,18-29,716332.423866,""
job_5854,w0,profile_5854,856138.000000,16,5346.000000,1,COMPLETED_SUCCESSFULLY,856503.394481,144.542922,856647.937403,365.394481,509.937403,3.527931,0-15,600885.575459,""
job_5848,w0,profile_5848,855871.000000,21,12081.000000,1,COMPLETED_SUCCESSFULLY,856568.633649,106.258708,856674.892357,697.633649,803.892357,7.565426,16-36,579774.073183,""
job_5855,w0,profile_5855,856138.000000,15,436.000000,1,COMPLETED_SUCCESSFULLY,856647.937403,185.151315,856833.088718,509.937403,695.088718,3.754166,0-14,721594.187196,""
job_5856,w0,profile_5856,856515.000000,13,937.000000,1,COMPLETED_SUCCESSFULLY,856674.892357,214.846489,856889.738846,159.892357,374.738846,1.744217,15-27,725682.381617,""
job_5857,w0,profile_5857,856820.000000,14,1888.000000,1,COMPLETED_SUCCESSFULLY,856833.088718,227.118716,857060.207434,13.088718,240.207434,1.057629,0-13,826144.327911,""
job_5849,w0,profile_5849,855986.000000,28,29949.000000,1,COMPLETED_SUCCESSFULLY,857060.207434,227.250029,857287.457463,1074.207434,1301.457463,5.726985,0-27,1653243.963965,""
job_5404,w0,profile_5404,817872.000000,454,82709.000000,1,COMPLETED_SUCCESSFULLY,850736.457864,6655.767410,857392.225274,32864.457864,39520.225274,5.937741,38-491,785107192.475776,""
job_5858,w0,profile_5858,857483.000000,9,2138.000000,1,COMPLETED_SUCCESSFULLY,857483.000000,163.749350,857646.749350,0.000000,163.749350,1.000000,490-498,382910.311425,""
job_5859,w0,profile_5859,857483.000000,5,1265.000000,1,COMPLETED_SUCCESSFULLY,857646.749350,92.170942,857738.920292,163.749350,255.920292,2.776583,490-494,119739.929167,""
job_5707,w0,profile_5707,842688.000000,55,30861.000000,1,COMPLETED_SUCCESSFULLY,857392.225274,730.022261,858122.247535,14704.225274,15434.247535,21.142160,388-442,10432148.474568,""
job_5708,w0,profile_5708,842688.000000,47,19172.000000,1,COMPLETED_SUCCESSFULLY,857392.225274,895.280973,858287.506247,14704.225274,15599.506247,17.424146,443-489,10932819.522506,""
job_5860,w0,profile_5860,858367.000000,2,5157.000000,1,COMPLETED_SUCCESSFULLY,858367.000000,32.237941,858399.237941,0.000000,32.237941,1.000000,490-491,16752.215523,""
job_5723,w0,profile_5723,843534.000000,47,17023.000000,1,COMPLETED_SUCCESSFULLY,858287.506247,399.751707,858687.257954,14753.506247,15153.257954,37.906675,443-489,4881610.798714,""
job_5862,w0,profile_5862,858883.000000,3,5034.000000,1,COMPLETED_SUCCESSFULLY,858883.000000,23.450554,858906.450554,0.000000,23.450554,1.000000,487-489,18278.869085,""
job_5737,w0,profile_5737,844325.000000,44,20943.000000,1,COMPLETED_SUCCESSFULLY,858687.257954,340.813858,859028.071812,14362.257954,14703.071812,43.141062,443-486,3896232.713626,""
job_5717,w0,profile_5717,843289.000000,55,34765.000000,1,COMPLETED_SUCCESSFULLY,858122.247535,1024.224200,859146.471736,14833.247535,15857.471736,15.482422,388-442,14636346.718590,""
job_5749,w0,profile_5749,845085.000000,40,30569.000000,1,COMPLETED_SUCCESSFULLY,859146.471736,582.730252,859729.201988,14061.471736,14644.201988,25.130327,388-427,6056232.266675,""
job_5742,w0,profile_5742,844663.000000,57,28642.000000,1,COMPLETED_SUCCESSFULLY,859028.071812,1130.620727,860158.692539,14365.071812,15495.692539,13.705474,443-499,16744291.065622,""
job_5751,w0,profile_5751,845255.000000,48,41557.000000,1,COMPLETED_SUCCESSFULLY,859729.201988,778.974490,860508.176478,14474.201988,15253.176478,19.581099,388-435,9714924.709278,""
job_5863,w0,profile_5863,860157.000000,10,1327.000000,1,COMPLETED_SUCCESSFULLY,860508.176478,109.081367,860617.257845,351.176478,460.257845,4.219399,430-439,283416.765904,""
job_5748,w0,profile_5748,844806.000000,56,38949.000000,1,COMPLETED_SUCCESSFULLY,860158.692539,550.443542,860709.136081,15352.692539,15903.136081,28.891494,444-499,8008953.538937,""
job_5752,w0,profile_5752,845804.000000,42,38050.000000,1,COMPLETED_SUCCESSFULLY,860508.176478,793.933013,861302.109492,14704.176478,15498.109492,19.520676,388-429,8663794.007110,""
job_5756,w0,profile_5756,846520.000000,58,24282.000000,1,COMPLETED_SUCCESSFULLY,860709.136081,676.110266,861385.246347,14189.136081,14865.246347,21.986423,442-499,10188740.235893,""
job_5760,w0,profile_5760,846659.000000,44,15756.000000,1,COMPLETED_SUCCESSFULLY,861302.109492,512.878463,861814.987955,14643.109492,15155.987955,29.550837,388-431,5863299.855568,""
job_5768,w0,profile_5768,848145.000000,57,28671.000000,1,COMPLETED_SUCCESSFULLY,861385.246347,839.705512,862224.951859,13240.246347,14079.951859,16.767726,443-499,12435888.691796,""
job_5773,w0,profile_5773,848360.000000,53,11899.000000,1,COMPLETED_SUCCESSFULLY,861814.987955,436.138702,862251.126657,13454.987955,13891.126657,31.850250,388-440,6005863.567241,""
job_5420,w0,profile_5420,819296.000000,388,59575.000000,1,COMPLETED_SUCCESSFULLY,857392.225274,5317.591929,862709.817203,38096.225274,43413.817203,8.164187,0-387,536070240.663302,""
job_5771,w0,profile_5771,848300.000000,57,16120.000000,1,COMPLETED_SUCCESSFULLY,862224.951859,533.541781,862758.493641,13924.951859,14458.493641,27.099084,443-499,7901658.506761,""
job_5867,w0,profile_5867,862077.000000,7,6532.000000,1,COMPLETED_SUCCESSFULLY,862709.817203,99.259052,862809.076256,632.817203,732.076256,7.375410,381-387,180527.401520,""
job_5864,w0,profile_5864,861193.000000,13,953.000000,1,COMPLETED_SUCCESSFULLY,862709.817203,172.475402,862882.292606,1516.817203,1689.292606,9.794397,368-380,582566.470338,""
job_5865,w0,profile_5865,862077.000000,19,1196.000000,1,COMPLETED_SUCCESSFULLY,862758.493641,144.949675,862903.443316,681.493641,826.443316,5.701588,440-458,715559.600850,""
job_5868,w0,profile_5868,862077.000000,19,3325.000000,1,COMPLETED_SUCCESSFULLY,862882.292606,213.375042,863095.667648,805.292606,1018.667648,4.774071,368-386,1053348.755578,""
job_5869,w0,profile_5869,862293.000000,12,6235.000000,1,COMPLETED_SUCCESSFULLY,862903.443316,216.153408,863119.596724,610.443316,826.596724,3.824121,440-451,673935.446739,""
job_5775,w0,profile_5775,848482.000000,52,40864.000000,1,COMPLETED_SUCCESSFULLY,862251.126657,908.936358,863160.063015,13769.126657,14678.063015,16.148615,388-439,12280379.443193,""
job_5778,w0,profile_5778,848721.000000,39,40336.000000,1,COMPLETED_SUCCESSFULLY,862709.817203,474.422958,863184.240162,13988.817203,14463.240162,30.485962,281-319,4807344.778455,""
job_5787,w0,profile_5787,850048.000000,41,26690.000000,1,COMPLETED_SUCCESSFULLY,862758.493641,475.781547,863234.275188,12710.493641,13186.275188,27.714978,459-499,5068347.894828,""
job_5783,w0,profile_5783,849828.000000,48,15128.000000,1,COMPLETED_SUCCESSFULLY,862709.817203,552.340211,863262.157414,12881.817203,13434.157414,24.322251,320-367,6888471.486699,""
job_5823,w0,profile_5823,853736.000000,42,32195.000000,1,COMPLETED_SUCCESSFULLY,863160.063015,304.047144,863464.110159,9424.063015,9728.110159,31.995401,417-458,3317914.459129,""
job_5802,w0,profile_5802,851082.000000,49,38594.000000,1,COMPLETED_SUCCESSFULLY,863160.063015,532.694461,863692.757477,12078.063015,12610.757477,23.673528,368-416,6781866.359382,""
job_5873,w0,profile_5873,863803.000000,31,15249.000000,1,COMPLETED_SUCCESSFULLY,863803.000000,190.626081,863993.626081,0.000000,190.626081,1.000000,343-373,1535390.963646,""
job_5871,w0,profile_5871,863579.000000,31,31702.000000,1,COMPLETED_SUCCESSFULLY,863579.000000,591.028988,864170.028988,0.000000,591.028988,1.000000,465-495,4760421.872919,""
job_5806,w0,profile_5806,851729.000000,59,30174.000000,1,COMPLETED_SUCCESSFULLY,863262.157414,987.748206,864249.905620,11533.157414,12520.905620,12.676212,281-339,15141650.840866,""
job_5815,w0,profile_5815,852663.000000,48,35852.000000,1,COMPLETED_SUCCESSFULLY,863464.110159,830.836487,864294.946646,10801.110159,11631.946646,14.000284,417-464,10361717.899814,""
job_5818,w0,profile_5818,853086.000000,43,28464.000000,1,COMPLETED_SUCCESSFULLY,863692.757477,635.686907,864328.444384,10606.757477,11242.444384,17.685506,374-416,7102098.450543,""
job_5432,w0,profile_5432,820826.000000,281,48838.000000,1,COMPLETED_SUCCESSFULLY,862709.817203,1994.442798,864704.260002,41883.817203,43878.260002,22.000260,0-280,145613912.549829,""
